State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
LA,144,766,364-6159,yes,yes,400,5.267145128399284,3,4.906836630574664,5.216115119563411,2,4.315123184860433,3.444226306275288,200,5.77435003622255,5.994646864900203,7,2.469201903315959,6,True.
TX,65,848,651-4293,yes,yes,400,6.381925370637828,1,5.319066509163478,6.840719114449277,4,6.991223635217528,0.7826596104303736,200,5.959794944967791,5.359647517740744,5,5.251338982009096,8,True.
AZ,43,659,166-3864,yes,yes,500,8.441610635984148,3,5.585862042163233,5.431942446194513,0,9.287345258051449,4.2701023815033725,150,4.962338686034406,6.2464862550499785,2,9.628821553286944,5,True.
AL,186,657,184-8255,yes,yes,600,5.83899850537816,6,2.6787881050163933,5.866985142770802,1,6.228605296029139,2.1442065593026864,200,7.799726549422621,4.7824549013365685,6,1.9580850808270005,8,True.
MN,41,777,483-7730,no,no,0,0.2996537410869919,6,2.168067108690785,1.3168239045844308,3,1.548519038609271,3.2339294564716186,150,7.327409746939944,4.551652485386685,5,3.4969863489899886,10,True.
DC,162,686,866-5925,no,yes,300,7.417482683189387,5,6.920302647150014,6.743960299114019,7,4.324986627869729,7.096317693475413,150,4.405384097693005,3.1791029123666457,6,5.5153280155317415,4,True.
NV,169,788,510-1025,no,no,0,9.16315720298538,4,3.521193380850863,7.238093546806495,2,8.548388649277765,5.968011349581815,100,5.695659344863827,2.22344893121115,4,8.320510970208653,5,True.
IL,38,737,855-2333,no,yes,300,10.453049368822883,6,5.175207483379641,4.762410842832269,3,7.875882652930181,5.642470816628873,0,7.144749926366541,4.611915967079079,6,3.941589766011602,4,True.
NV,145,788,709-6798,yes,no,0,7.303537994874421,4,6.285737966099918,5.893257107062209,7,3.988385288779991,6.615625226452712,200,5.058007148928642,3.828392430556815,8,4.896652459342516,2,True.
HI,17,727,455-1257,yes,yes,300,5.172306700009084,4,4.623547791489194,5.232454713580695,0,4.816750780692751,1.9049168584105172,200,7.872035308869684,4.262719853042338,5,0.0050120416292633,10,True.
VA,86,866,798-2721,yes,yes,100,9.389233117796566,2,10.420645434018615,6.263623092845089,4,7.701151426747073,2.599003347124773,200,4.367294531875174,5.626523808679767,4,8.399491822639595,4,True.
CO,33,677,317-1712,no,no,0,5.663419575627195,4,4.68130029826664,6.157310913360744,0,4.910875718202863,2.540273617351413,200,5.628699433873707,4.334216098306007,8,2.9587894765764773,6,True.
ME,34,776,479-1672,yes,no,0,6.0618810046316405,1,7.856888277349192,6.121723697683539,4,4.643242648839823,2.80732716703942,300,5.123603973289296,4.964464940985869,5,4.456888529692511,5,True.
NM,168,787,366-5462,no,yes,100,10.98613888004908,3,7.8443713745110415,6.033296085784093,3,6.384149627253883,3.019161843660074,200,8.379479978310018,6.477624550623491,8,0.0842841761176176,6,True.
KS,48,758,938-4636,yes,no,0,6.495413242688244,1,7.683836223836485,3.614060301155313,5,5.436364830377764,4.499819722740954,150,5.0394019280093065,4.588782839952981,3,4.9485062942377,5,True.
MT,59,778,224-7209,no,no,0,6.313835743403208,2,4.4423117861879415,9.280764504555064,2,6.0985727773805385,2.772854331981434,300,5.235880437394032,4.723384190037883,6,7.398360709078412,6,True.
WA,42,876,603-7998,yes,no,0,7.7409935869110065,2,10.469051596021057,5.313698466496752,7,4.890093092706564,3.00684125117861,200,5.9938634620823255,4.8853590682198,4,3.41849997180996,6,True.
TX,1,848,617-3849,no,yes,300,9.522265818698996,5,4.782896454090324,7.0980339207430845,1,8.186149107329125,5.1325585111935474,200,6.771304572672073,4.372064171517489,4,6.5114522429356265,4,True.
WV,118,878,735-8346,yes,no,0,11.399091219340171,1,7.31760949897053,4.464820508930022,0,8.987729159240399,4.342721575446216,50,5.877273840938409,4.782057931661532,6,6.56293126195207,4,True.
SC,142,836,385-1667,yes,yes,600,6.654779788513899,6,3.642681254782424,6.258737374141711,2,4.943800724970722,5.52652912274924,150,6.3193538726234415,4.495231049673068,7,3.073516047648507,5,True.
NM,103,787,926-7341,yes,no,0,6.833332306017597,2,6.968794644436467,6.249575130500308,1,4.663413573366391,0.4959101777592893,250,6.812702317386338,4.8427713239217445,8,1.4194191989539435,6,True.
WI,59,877,121-7862,yes,no,0,6.025338398844389,3,6.554570325706469,2.880076358608927,2,7.145920907251069,2.4099417870445183,150,5.656263158590621,3.7650196871375634,2,4.978441922418622,6,True.
AK,109,657,106-8047,yes,yes,500,3.848942118627785,3,3.0646066997982184,3.4384187751398936,2,3.500655153054895,4.703801115553345,200,6.696541107123926,3.492173646263512,6,0.3065493027012795,7,True.
AK,79,657,697-9448,yes,yes,400,10.217920305071388,1,6.452846455563805,5.253484849407239,0,8.350581405833989,4.177403152862222,100,5.91922623291541,5.251338628510486,6,6.958003895421657,4,True.
UT,9,858,668-8648,yes,no,0,12.279197622309283,3,4.941322963136679,5.081106719651755,0,9.140435724673443,6.530772968198511,0,5.999338058346777,4.387494117868718,8,7.10115344970728,2,True.
DE,157,686,937-5971,yes,yes,500,5.017009631569169,3,2.8495157199499848,5.47973418147045,0,6.146898152173822,4.876256450266808,150,5.206115351359819,5.775644357793926,4,6.664516985134022,6,True.
TN,37,847,716-2021,yes,yes,400,6.866377585526288,5,5.574373700208064,4.434219915065822,2,5.910263165841982,2.992919685365244,100,6.88101860019326,5.455255153877922,5,2.1538146685869,7,True.
ND,175,786,239-2953,yes,no,0,10.28676378099166,0,5.57850984225391,6.306647985235341,5,9.736263742412344,3.26085966768213,100,5.691421333107599,3.588038149598312,4,8.71572411141848,6,True.
MI,87,777,241-6005,yes,yes,100,10.48059023735198,2,6.525751393895916,8.518203103634939,0,8.654052436855801,3.760387914749608,250,7.19977959422023,4.961927240865251,3,6.645078704714329,5,True.
NC,41,786,974-9099,yes,yes,300,8.921947659672421,2,7.680235676275595,7.20746201697345,3,5.643161770631808,5.146790351163575,200,4.220758810348273,4.650730438144174,8,6.514528094755647,4,True.
TN,169,847,766-2607,yes,no,0,0.6145065453418681,4,0.4392111496808404,5.523940818101327,2,3.875279887495893,2.449950900735273,250,6.9323494004017885,5.9149329152031225,2,2.214557411182762,10,True.
ME,185,776,821-6015,yes,no,0,8.456183010795746,0,8.441444144547324,6.801097636816172,2,5.127515078094125,1.5044982082286702,300,8.16028841865462,4.540002213720106,6,0.0618179695544292,8,True.
CO,7,677,631-6231,no,no,0,10.73203368991352,7,7.095381388641927,6.244680270584552,4,7.097509494277546,5.321813293386598,50,5.941080690766351,5.233851074905884,7,5.665198639263841,3,True.
PA,10,806,287-7503,yes,no,0,9.218921965035417,3,7.00125888314788,8.032982904760672,2,5.98429881872144,3.5234222614939865,250,7.581746990483626,4.178543424638633,6,2.8837366744027517,7,True.
AL,31,657,880-9071,no,yes,500,8.312486106894674,2,4.459681012309337,5.9830561526136,1,7.955292928766929,4.168682870639681,150,5.821382874514324,3.383933897665246,5,7.498775563397533,4,True.
KS,46,758,793-4614,yes,yes,400,9.218918122851154,3,7.314201153471928,6.186428755121138,2,6.578667206025939,3.824999440141996,150,5.474748813706979,6.476137166835306,7,5.73670507535344,4,True.
TX,61,848,391-7995,yes,yes,200,14.100649700089397,2,8.568482374181036,6.586869962216044,0,9.407152157976451,2.8387877578737006,50,7.392554557366096,4.469968364868188,8,5.311578518102624,4,True.
WI,197,877,132-7512,no,no,0,7.221896657676759,5,3.4568440047373463,3.629634161557174,0,6.35427784939575,3.941230445207413,50,7.809389824357803,6.006191006954578,6,0.6185993923104904,8,True.
AL,159,657,700-2635,yes,no,0,5.874466364915435,2,3.9380268721568976,5.655618987307159,2,4.970986923560936,6.906884861562466,150,3.6209569112472817,6.072488434655835,7,8.021159095437604,2,True.
DC,120,686,230-1001,no,no,0,10.546589948349403,0,10.318356265088864,7.4423787270296575,2,5.579998545565968,0.1841444287626021,300,7.563043270271484,3.863426019119932,9,0.9807773937930176,6,True.
CO,171,677,646-2878,no,no,0,2.509723034741614,5,3.126484357817205,4.116789803505052,3,3.752975079077393,5.8008819319706495,150,5.10350743821208,3.360540013142654,2,4.693513463427775,7,True.
WI,80,877,986-6931,no,no,0,7.601036849933179,5,6.190251723722396,7.220510629463004,5,4.556581337409632,5.260744388358461,200,5.877125006740991,3.209378381465881,7,3.834476199512224,5,True.
IL,44,737,820-6155,no,yes,100,7.453853454494342,2,6.194571174750742,6.836794204169216,0,5.972796280201078,0.7373675793880157,250,8.11837085082382,5.441747120358986,5,1.0830843729637056,9,True.
IA,52,736,530-9041,no,no,0,9.47821356517068,2,6.319702728536473,8.916046320468473,3,5.184982304264658,5.7309197920236405,300,6.210832453008278,3.9075552251596193,8,4.554805511714816,4,True.
OK,79,797,258-2011,no,no,0,8.472569666829742,5,5.381633082588808,4.599926503891717,1,7.1700758343881885,5.325465373839126,0,5.014488714327733,4.782275216745232,6,7.027826084915633,4,True.
WI,86,877,609-6996,no,yes,700,6.471225256958408,6,3.4643612140374,7.370264814487764,0,5.902187671073389,4.6862705491274665,200,5.670445084695055,4.270550262871728,6,5.927543579495548,5,True.
KY,37,758,950-3732,yes,yes,400,3.909542104387774,5,4.940389585760423,3.0624360263982866,4,2.799597453955869,3.0194285993039416,150,7.25168147438634,4.719908362556377,6,1.826038708491496,9,True.
IL,127,737,879-6012,no,yes,300,13.60997610939414,6,7.406677393953538,4.262137212746834,4,8.962452718190448,6.09124416104365,0,7.48112708845137,6.963588906008643,7,4.616187387311382,2,True.
CA,40,676,883-4708,yes,yes,600,4.8698767388148765,5,1.8129665841186984,5.998377321520936,2,6.047635011922422,3.6576551624840143,150,5.561533280315628,5.807959041140803,6,5.116281401358016,6,True.
ME,183,776,391-4569,no,yes,300,6.684198875461028,3,3.593652386754667,5.114897827258119,2,7.246253728680395,1.7083909850374108,150,7.969104768470041,5.2228032105704,4,2.697140893678561,8,True.
SC,68,836,169-9564,yes,yes,200,11.363560347481084,4,5.113695373932382,4.60730955547621,0,8.874506678053594,3.762435923490093,50,9.081830964800975,5.216857359243196,5,2.0230890758844766,6,True.
IL,170,737,860-3346,no,yes,500,7.679775180533067,4,5.849863449650653,3.562592376818712,3,6.603685961307932,4.501959845908572,100,5.120230376290051,4.436422488434633,7,5.205630816648748,3,True.
SD,117,836,724-6608,no,no,0,9.238095674509385,5,6.017919532420716,3.4400612196084417,3,7.001400497204728,4.843469658625389,0,7.270328394963381,6.278790478100534,5,2.8990331540766503,6,True.
MI,11,777,634-5945,yes,yes,400,7.59842489243897,1,4.546460530983224,2.993862853973415,2,8.010782341465601,1.804622040073487,100,7.154327800528294,3.915650428745284,5,3.375703415736524,6,True.
ID,118,736,109-2283,no,yes,300,3.931839906556323,5,4.775038870343691,4.883205684851129,4,4.076978580752288,3.354767622425149,250,7.692839852332715,5.486682670900102,2,0.9304167377019484,9,True.
CA,69,676,516-3737,no,yes,300,6.606470023455356,2,7.718158414122588,5.07284009023507,3,6.247366281599481,2.992447163653289,200,5.09267536563126,6.145004207853182,3,5.812587069508048,6,True.
FL,71,707,982-2532,no,no,0,3.921420215318151,3,5.458366516992376,4.960646117882721,4,3.157122857565428,4.373354230057506,200,5.772122486033237,4.695046228749595,4,2.2349888560941595,7,True.
FL,46,707,488-8267,no,no,0,11.758795337056352,2,10.254835987767072,8.554825789390572,4,6.905499933730569,2.3822833995228843,250,6.163473143754428,5.028147212877372,8,5.434339173871556,3,True.
NV,34,788,660-1152,yes,no,0,6.216649511584217,3,7.666037136482394,4.979899951703805,5,4.018646732315297,3.0997838748189963,200,6.682731433700544,5.065590755469783,5,0.9785074237461392,8,True.
RI,9,827,721-2734,yes,yes,300,8.747489321290164,3,8.089794224376929,3.9114519352058448,5,6.327743763908771,4.036875028328425,150,6.812471818680521,5.851897351585273,4,3.3828276430135804,5,True.
UT,97,858,211-7236,no,no,0,9.853028430462096,4,6.572423671896072,9.178993372585438,1,6.641426301796082,3.1303676393737887,250,6.147894614232209,5.375856191323031,9,5.633155739587883,4,True.
OK,164,797,558-6569,no,yes,200,10.687401041305993,4,7.687996964168889,5.4393425486805205,7,6.103708710208945,5.603643522760102,150,6.77993707199567,6.228165132912005,8,2.9151663229072446,3,True.
NE,141,786,706-9671,yes,yes,200,11.742051661500708,6,6.979294868587715,8.665361886675893,3,7.483933269941417,4.464766618051256,150,7.315666629152478,5.013449033834287,8,3.9944609543242713,4,True.
NC,49,786,574-1941,no,no,0,9.709156913878983,2,9.621341755986272,5.956452750169448,7,6.057163173553449,4.904729650074735,200,5.126692073533114,4.709875100956297,6,5.46039058653978,3,True.
OK,10,797,859-6906,no,no,0,6.478759285987908,3,5.548028201047373,6.702655031583746,1,5.483351749583752,4.011118058357598,250,6.1233009696633935,5.366714982419181,5,3.9370205960775886,7,True.
KS,86,758,545-7734,no,no,0,8.832601771879132,2,7.555421116680151,6.514991099485358,4,7.2073853782058865,5.061867993015911,250,4.399119046882942,3.554604964933752,5,8.995959944612562,2,True.
IL,94,737,622-2166,yes,no,0,8.776612015613821,3,7.712419349561819,8.543274126706365,0,5.919447455333181,1.6736777494847668,200,6.475666458865782,5.1528828756714935,7,3.935929969276782,7,True.
MD,170,776,252-5299,no,no,0,6.5244310845816536,2,7.3455820371202,6.152685299089855,2,4.871878311680909,2.0163612131559367,250,5.622510300199192,2.6416384265982544,7,3.6438159361714906,6,True.
NY,164,788,880-6075,no,no,0,6.295295861509263,8,6.44624090736835,7.655634821705014,4,4.705320337142225,4.13027883093674,100,5.130014999484605,5.7450082422441895,5,4.911665463300708,7,True.
MA,14,776,631-8665,no,yes,200,6.149091458873842,4,4.696910300700118,5.410659341612455,3,4.871022845960543,5.337413586443368,150,7.149150581200192,6.912171467435526,4,1.721324914865693,8,True.
CO,152,677,499-8441,no,yes,600,6.2240843229775225,5,2.368151759041512,5.101816374623732,0,6.408619917541757,5.521108446565254,100,6.835224996667339,4.463901979133334,3,5.299669388838296,6,True.
IA,79,736,538-7678,no,no,0,10.207940423187186,3,7.303147888347452,4.072519079621364,4,7.335294526426356,4.901800724410581,100,6.071471051170515,6.118295932253658,7,5.142233487940827,3,True.
SC,82,836,919-1907,yes,yes,700,3.4216461190398864,5,2.8671762871376334,6.763163144801933,1,3.341017467683963,4.225188185087438,250,5.274672793533034,4.1477222636371645,7,3.7565117027488895,6,True.
DC,153,686,150-5245,no,yes,400,9.814335590515814,4,6.4310391776022335,8.26903781673695,4,6.815995097853262,5.619511006130047,250,5.342826495603245,4.798832072923893,7,7.337690408573598,2,True.
OK,56,797,669-8711,yes,no,0,4.547435618131488,6,4.193990135178376,6.850079155858958,0,5.23067539347426,3.179091465214297,200,5.572434068107862,4.68225118715383,4,4.737721624706869,8,True.
MS,155,778,970-7188,no,no,0,11.809295030151167,5,7.889439565216056,7.582860671029194,5,6.618473198164282,4.973283916495167,200,6.538836346933846,5.22443584018444,10,3.856465520242813,3,True.
MO,41,777,596-5803,yes,no,0,10.9943875653154,3,10.213156374950282,6.96325054508173,7,5.333787095372168,3.733398984571547,200,6.7342304689515045,5.176461147828064,8,2.757818603085236,4,True.
CT,193,678,975-1551,yes,yes,100,7.801079483760209,2,6.190318455046722,6.6514842396862095,1,6.879444483928107,3.820463078855816,250,6.519782743486852,4.632707662661594,3,5.302494663412847,6,True.
OR,185,798,468-9308,no,no,0,10.455195406988231,3,4.531812485235038,3.6916507578305855,0,8.389032140361486,4.682667442571911,50,7.6734444269638304,4.283763858582051,6,4.824684723296592,3,True.
CA,42,676,344-9464,no,no,0,5.635760485256362,1,7.729695675102741,6.227893315041861,3,4.184464528064778,1.778057941789399,250,5.558094304455096,5.590469887920204,6,3.700977133714308,6,True.
NC,83,786,844-3953,yes,no,0,2.937126701326164,3,3.175004993422889,4.970133435721039,1,4.410176468376415,4.790311588887644,200,4.814347181688982,7.661491347048859,3,5.727185882310654,7,True.
CT,119,678,756-8044,yes,yes,100,7.830313653105421,2,10.270856190313618,5.707889988614577,9,4.530616318366282,4.133546347862968,250,4.901081423121749,3.858659820130464,6,4.069771559637581,4,True.
WY,156,878,150-7566,yes,yes,500,4.133594551379384,5,2.4533905213236142,4.142382966329553,0,4.510809267295141,4.19534891682045,100,6.6675515501017495,5.8104450469777165,5,1.972194489508571,8,True.
ME,187,776,667-7891,no,no,0,8.762730901827632,4,3.752937298090971,5.864938047559545,0,7.094772150116507,6.49908288447931,100,5.87489873465649,4.5111590928282,6,6.357131504706495,4,True.
NJ,85,787,506-8430,no,yes,600,2.7270357365343325,4,2.8074542046573843,2.435700861357231,0,5.313399367010999,3.070913368069286,100,5.236249610175539,4.250309440894436,3,4.486593053106795,7,True.
MN,16,777,963-4133,no,no,0,8.480036513175019,4,5.674010672866885,7.632411021278656,0,7.080290882609063,3.0557402095016784,200,7.019168478299124,6.280473937059353,5,4.7232736171534375,7,True.
MN,18,777,345-5754,yes,no,0,8.416915476338392,3,5.419906240957696,5.3354181533090745,1,6.680815171397655,4.633724571254547,100,7.067995489512539,4.007929671190766,4,3.7424213165556974,7,True.
MN,8,777,285-8525,no,no,0,4.449076493546113,7,3.606622457769628,2.935942396056709,2,6.54503226622318,2.0099735514650074,250,6.784096954865944,5.328071280626675,5,0.0073565539574147,8,True.
MD,148,776,644-9701,no,yes,200,5.897349691203701,1,7.611285192989533,7.137412186739032,3,5.61636511729396,2.2877532969883285,350,4.833572019882567,6.282663504495288,4,6.239499096900159,5,True.
NV,138,788,534-4421,no,yes,600,5.849005970884631,4,6.406226363881248,4.355762395693973,5,4.95868835091827,5.757000976270435,150,3.624596841530768,4.191761587857884,5,7.017720103387723,3,True.
WV,49,878,626-3097,yes,yes,300,8.688811107412938,5,6.313614415714853,2.9153003977849195,4,7.442201016489264,4.666219768938724,100,6.817310046472899,5.686781948559954,4,3.2660229347598646,5,True.
ND,77,786,521-1178,yes,yes,100,8.805333140036474,4,7.717349134029357,7.882054204986073,3,5.1724774908607545,3.0153577612329387,200,7.354065098919293,3.988758649427404,6,1.1997707499966408,8,True.
